Object_Name	Parent_Object	Target_Object	Property	Date_From	Date_To	Value	Variable	Variable_Effect	Timeslice	Timeslice_Index	Group_id	Priority	Scenario
TU Biomass 2000			Minimum Load	2000-01-01	2050-01-01	0							
TU Biomass 2000			Minimum Load Bid Up Price	2000-01-01	2050-01-01	12							
TU Biomass 2000			Minimum Load Bid Up Heat Rate	2000-01-01	2050-01-01	0							
TU Biomass 2005			Capacity	2005-01-01	2055-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2005			Marginal Heat Rate	2005-01-01	2055-01-01	10.34482759							
TU Biomass 2005			Variable Cost	2005-01-01	2055-01-01	1							
TU Biomass 2005			Bid Up Price	2005-01-01	2055-01-01	0							
TU Biomass 2005			Bid Up Heat Rate	2005-01-01	2055-01-01	0							
TU Biomass 2005			Fuel	2005-01-01	2055-01-01	TU Station Biomass							
TU Biomass 2005			Minimum Load	2005-01-01	2055-01-01	0							
TU Biomass 2005			Minimum Load Bid Up Price	2005-01-01	2055-01-01	0							
TU Biomass 2005			Minimum Load Bid Up Heat Rate	2005-01-01	2055-01-01	0							
TU Biomass 2010			Capacity	2010-01-01	2060-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2010			Marginal Heat Rate	2010-01-01	2060-01-01	10.28571429							
TU Biomass 2010			Variable Cost	2010-01-01	2060-01-01	1							
TU Biomass 2010			Bid Up Price	2010-01-01	2060-01-01	0							
TU Biomass 2010			Bid Up Heat Rate	2010-01-01	2060-01-01	0							
TU Biomass 2010			Fuel	2010-01-01	2060-01-01	TU Station Biomass							
TU Biomass 2010			Minimum Load	2010-01-01	2060-01-01	0							
TU Biomass 2010			Minimum Load Bid Up Price	2010-01-01	2060-01-01	0							
TU Biomass 2010			Minimum Load Bid Up Heat Rate	2010-01-01	2060-01-01	0							
TU Biomass 2015			Capacity	2015-01-01	2065-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2015			Marginal Heat Rate	2015-01-01	2065-01-01	10.22727273							
TU Biomass 2015			Variable Cost	2015-01-01	2065-01-01	1							
TU Biomass 2015			Bid Up Price	2015-01-01	2065-01-01	0							
TU Biomass 2015			Bid Up Heat Rate	2015-01-01	2065-01-01	0							
TU Biomass 2015			Fuel	2015-01-01	2065-01-01	TU Station Biomass							
TU Biomass 2015			Minimum Load	2015-01-01	2065-01-01	0							
TU Biomass 2015			Minimum Load Bid Up Price	2015-01-01	2065-01-01	0							
TU Biomass 2015			Minimum Load Bid Up Heat Rate	2015-01-01	2065-01-01	0							
TU Biomass 2020			Capacity	2020-01-01	2070-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2020			Marginal Heat Rate	2020-01-01	2070-01-01	10.16949153							
TU Biomass 2020			Variable Cost	2020-01-01	2070-01-01	1							
TU Biomass 2020			Bid Up Price	2020-01-01	2070-01-01	0							
TU Biomass 2020			Bid Up Heat Rate	2020-01-01	2070-01-01	0							
TU Biomass 2020			Fuel	2020-01-01	2070-01-01	TU Station Biomass							
TU Biomass 2020			Minimum Load	2020-01-01	2070-01-01	0							
TU Biomass 2020			Minimum Load Bid Up Price	2020-01-01	2070-01-01	0							
TU Biomass 2020			Minimum Load Bid Up Heat Rate	2020-01-01	2070-01-01	0							
TU Biomass 2025			Capacity	2025-01-01	2075-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2025			Marginal Heat Rate	2025-01-01	2075-01-01	10.11235955							
TU Biomass 2025			Variable Cost	2025-01-01	2075-01-01	5							
TU Biomass 2025			Bid Up Price	2025-01-01	2075-01-01	0							
TU Biomass 2025			Bid Up Heat Rate	2025-01-01	2075-01-01	0							
TU Biomass 2025			Fuel	2025-01-01	2075-01-01	TU Station Biomass							
TU Biomass 2025			Minimum Load	2025-01-01	2075-01-01	0							
TU Biomass 2025			Minimum Load Bid Up Price	2025-01-01	2075-01-01	0							
TU Biomass 2025			Minimum Load Bid Up Heat Rate	2025-01-01	2075-01-01	0							
TU Biomass 2030			Capacity	2030-01-01	2080-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2030			Marginal Heat Rate	2030-01-01	2080-01-01	10.05586592							
TU Biomass 2030			Variable Cost	2030-01-01	2080-01-01	5							
TU Biomass 2030			Bid Up Price	2030-01-01	2080-01-01	0							
TU Biomass 2030			Bid Up Heat Rate	2030-01-01	2080-01-01	0							
TU Biomass 2030			Fuel	2030-01-01	2080-01-01	TU Station Biomass							
TU Biomass 2030			Minimum Load	2030-01-01	2080-01-01	0							
TU Biomass 2030			Minimum Load Bid Up Price	2030-01-01	2080-01-01	0							
TU Biomass 2030			Minimum Load Bid Up Heat Rate	2030-01-01	2080-01-01	0							
TU Biomass 2035			Capacity	2035-01-01	2085-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2035			Marginal Heat Rate	2035-01-01	2085-01-01	10							
TU Biomass 2035			Variable Cost	2035-01-01	2085-01-01	5							
TU Biomass 2035			Bid Up Price	2035-01-01	2085-01-01	0							
TU Biomass 2035			Bid Up Heat Rate	2035-01-01	2085-01-01	0							
TU Biomass 2035			Fuel	2035-01-01	2085-01-01	TU Station Biomass							
TU Biomass 2035			Minimum Load	2035-01-01	2085-01-01	0							
TU Biomass 2035			Minimum Load Bid Up Price	2035-01-01	2085-01-01	0							
TU Biomass 2035			Minimum Load Bid Up Heat Rate	2035-01-01	2085-01-01	0							
TU Biomass 2040			Capacity	2040-01-01	2090-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2040			Marginal Heat Rate	2040-01-01	2090-01-01	9.944751381							
TU Biomass 2040			Variable Cost	2040-01-01	2090-01-01	5							
TU Biomass 2040			Bid Up Price	2040-01-01	2090-01-01	0							
TU Biomass 2040			Bid Up Heat Rate	2040-01-01	2090-01-01	0							
TU Biomass 2040			Fuel	2040-01-01	2090-01-01	TU Station Biomass							
TU Biomass 2040			Minimum Load	2040-01-01	2090-01-01	0							
TU Biomass 2040			Minimum Load Bid Up Price	2040-01-01	2090-01-01	0							
TU Biomass 2040			Minimum Load Bid Up Heat Rate	2040-01-01	2090-01-01	0							
TU Biomass 2045			Capacity	2045-01-01	2095-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2045			Marginal Heat Rate	2045-01-01	2095-01-01	9.89010989							
TU Biomass 2045			Variable Cost	2045-01-01	2095-01-01	5							
TU Biomass 2045			Bid Up Price	2045-01-01	2095-01-01	0							
TU Biomass 2045			Bid Up Heat Rate	2045-01-01	2095-01-01	0							
TU Biomass 2045			Fuel	2045-01-01	2095-01-01	TU Station Biomass							
TU Biomass 2045			Minimum Load	2045-01-01	2095-01-01	0							
TU Biomass 2045			Minimum Load Bid Up Price	2045-01-01	2095-01-01	0							
TU Biomass 2045			Minimum Load Bid Up Heat Rate	2045-01-01	2095-01-01	0							
TU Biomass 2050			Capacity	2050-01-01	2100-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2050			Marginal Heat Rate	2050-01-01	2100-01-01	9.836065574							
TU Biomass 2050			Variable Cost	2050-01-01	2100-01-01	5							
TU Biomass 2050			Bid Up Price	2050-01-01	2100-01-01	0							
TU Biomass 2050			Bid Up Heat Rate	2050-01-01	2100-01-01	0							
TU Biomass 2050			Fuel	2050-01-01	2100-01-01	TU Station Biomass							
TU Biomass 2050			Minimum Load	2050-01-01	2100-01-01	0							
TU Biomass 2050			Minimum Load Bid Up Price	2050-01-01	2100-01-01	0							
TU Biomass 2050			Minimum Load Bid Up Heat Rate	2050-01-01	2100-01-01	0							
TU Biomass 2055			Capacity	2055-01-01	2105-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2055			Marginal Heat Rate	2055-01-01	2105-01-01	9.782608696							
TU Biomass 2055			Variable Cost	2055-01-01	2105-01-01	5							
TU Biomass 2055			Bid Up Price	2055-01-01	2105-01-01	0							
TU Biomass 2055			Bid Up Heat Rate	2055-01-01	2105-01-01	0							
TU Biomass 2055			Fuel	2055-01-01	2105-01-01	TU Station Biomass							
TU Biomass 2055			Minimum Load	2055-01-01	2105-01-01	0							
TU Biomass 2055			Minimum Load Bid Up Price	2055-01-01	2105-01-01	0							
TU Biomass 2055			Minimum Load Bid Up Heat Rate	2055-01-01	2105-01-01	0							
TU Biomass 2060			Capacity	2060-01-01	2110-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2060			Marginal Heat Rate	2060-01-01	2110-01-01	9.72972973							
TU Biomass 2060			Variable Cost	2060-01-01	2110-01-01	5							
TU Biomass 2060			Bid Up Price	2060-01-01	2110-01-01	0							
TU Biomass 2060			Bid Up Heat Rate	2060-01-01	2110-01-01	0							
TU Biomass 2060			Fuel	2060-01-01	2110-01-01	TU Station Biomass							
TU Biomass 2060			Minimum Load	2060-01-01	2110-01-01	0							
TU Biomass 2060			Minimum Load Bid Up Price	2060-01-01	2110-01-01	0							
TU Biomass 2060			Minimum Load Bid Up Heat Rate	2060-01-01	2110-01-01	0							
TU Biomass 2065			Capacity	2065-01-01	2115-01-01	0	TU Availability Biomass	Multiply					
TU Biomass 2065			Marginal Heat Rate	2065-01-01	2115-01-01	9.677419355							
TU Biomass 2065			Variable Cost	2065-01-01	2115-01-01	5							
TU Biomass 2065			Bid Up Price	2065-01-01	2115-01-01	0							
TU Biomass 2065			Bid Up Heat Rate	2065-01-01	2115-01-01	0							
TU Biomass 2065			Fuel	2065-01-01	2115-01-01	TU Station Biomass							
TU Biomass 2065			Minimum Load	2065-01-01	2115-01-01	0							
TU Biomass 2065			Minimum Load Bid Up Price	2065-01-01	2115-01-01	0							
TU Biomass 2065			Minimum Load Bid Up Heat Rate	2065-01-01	2115-01-01	0							
TU Lignite 1990			Capacity	1990-01-01	2040-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 1990			Marginal Heat Rate	1990-01-01	2040-01-01	11.18012422							
TU Lignite 1990			Variable Cost	1990-01-01	2040-01-01	5							
TU Lignite 1990			Bid Up Price	1990-01-01	2040-01-01	0							
TU Lignite 1990			Bid Up Heat Rate	1990-01-01	2040-01-01	0							
TU Lignite 1990			Fuel	1990-01-01	2040-01-01	TU Station Lignite							
TU Lignite 1990			Minimum Load	1990-01-01	2040-01-01	0							
TU Lignite 1990			Minimum Load Bid Up Price	1990-01-01	2040-01-01	0							
TU Lignite 1990			Minimum Load Bid Up Heat Rate	1990-01-01	2040-01-01	0							
TU Lignite 1995			Capacity	1995-01-01	2045-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 1995			Marginal Heat Rate	1995-01-01	2045-01-01	11.11111111							
TU Lignite 1995			Variable Cost	1995-01-01	2045-01-01	5							
TU Lignite 1995			Bid Up Price	1995-01-01	2045-01-01	0							
TU Lignite 1995			Bid Up Heat Rate	1995-01-01	2045-01-01	0							
TU Lignite 1995			Fuel	1995-01-01	2045-01-01	TU Station Lignite							
TU Lignite 1995			Minimum Load	1995-01-01	2045-01-01	0							
TU Lignite 1995			Minimum Load Bid Up Price	1995-01-01	2045-01-01	0							
TU Lignite 1995			Minimum Load Bid Up Heat Rate	1995-01-01	2045-01-01	0							
TU Lignite 2000			Capacity	2000-01-01	2031-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2000			Marginal Heat Rate	2000-01-01	2031-01-01	11.04294479							
TU Lignite 2000			Variable Cost	2000-01-01	2031-01-01	5							
TU Lignite 2000			Bid Up Price	2000-01-01	2031-01-01	0							
TU Lignite 2000			Bid Up Heat Rate	2000-01-01	2031-01-01	0							
TU Lignite 2000			Fuel	2000-01-01	2031-01-01	TU Station Lignite							
TU Lignite 2000			Minimum Load	2000-01-01	2031-01-01	0							
TU Lignite 2000			Minimum Load Bid Up Price	2000-01-01	2031-01-01	0							
TU Lignite 2000			Minimum Load Bid Up Heat Rate	2000-01-01	2031-01-01	0							
TU Lignite 2005			Capacity	2005-01-01	2038-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2005			Marginal Heat Rate	2005-01-01	2038-01-01	10.97560976							
TU Lignite 2005			Variable Cost	2005-01-01	2038-01-01	5							
TU Lignite 2005			Bid Up Price	2005-01-01	2038-01-01	0							
TU Lignite 2005			Bid Up Heat Rate	2005-01-01	2038-01-01	0							
TU Lignite 2005			Fuel	2005-01-01	2038-01-01	TU Station Lignite							
TU Lignite 2005			Minimum Load	2005-01-01	2038-01-01	0							
TU Lignite 2005			Minimum Load Bid Up Price	2005-01-01	2038-01-01	0							
TU Lignite 2005			Minimum Load Bid Up Heat Rate	2005-01-01	2038-01-01	0							
TU Lignite 2010			Capacity	2010-01-01	2038-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2010			Marginal Heat Rate	2010-01-01	2038-01-01	10.90909091							
TU Lignite 2010			Variable Cost	2010-01-01	2038-01-01	5							
TU Lignite 2010			Bid Up Price	2010-01-01	2038-01-01	0							
TU Lignite 2010			Bid Up Heat Rate	2010-01-01	2038-01-01	0							
TU Lignite 2010			Fuel	2010-01-01	2038-01-01	TU Station Lignite							
TU Lignite 2010			Minimum Load	2010-01-01	2038-01-01	0							
TU Lignite 2010			Minimum Load Bid Up Price	2010-01-01	2038-01-01	0							
TU Lignite 2010			Minimum Load Bid Up Heat Rate	2010-01-01	2038-01-01	0							
TU Lignite 2015			Capacity	2015-01-01	2038-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2015			Marginal Heat Rate	2015-01-01	2038-01-01	10.84337349							
TU Lignite 2015			Variable Cost	2015-01-01	2038-01-01	5							
TU Lignite 2015			Bid Up Price	2015-01-01	2038-01-01	0							
TU Lignite 2015			Bid Up Heat Rate	2015-01-01	2038-01-01	0							
TU Lignite 2015			Fuel	2015-01-01	2038-01-01	TU Station Lignite							
TU Lignite 2015			Minimum Load	2015-01-01	2038-01-01	0							
TU Lignite 2015			Minimum Load Bid Up Price	2015-01-01	2038-01-01	0							
TU Lignite 2015			Minimum Load Bid Up Heat Rate	2015-01-01	2038-01-01	0							
TU Lignite 2020			Capacity	2020-01-01	2039-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2020			Marginal Heat Rate	2020-01-01	2039-01-01	10.77844311							
TU Lignite 2020			Variable Cost	2020-01-01	2039-01-01	5							
TU Lignite 2020			Bid Up Price	2020-01-01	2039-01-01	0							
TU Lignite 2020			Bid Up Heat Rate	2020-01-01	2039-01-01	0							
TU Lignite 2020			Fuel	2020-01-01	2039-01-01	TU Station Lignite							
TU Lignite 2020			Minimum Load	2020-01-01	2039-01-01	0							
TU Lignite 2020			Minimum Load Bid Up Price	2020-01-01	2039-01-01	0							
TU Lignite 2020			Minimum Load Bid Up Heat Rate	2020-01-01	2039-01-01	0							
TU Lignite 2025			Capacity	2025-01-01	2039-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2025			Marginal Heat Rate	2025-01-01	2039-01-01	10.71428571							
TU Lignite 2025			Variable Cost	2025-01-01	2039-01-01	5							
TU Lignite 2025			Bid Up Price	2025-01-01	2039-01-01	0							
TU Lignite 2025			Bid Up Heat Rate	2025-01-01	2039-01-01	0							
TU Lignite 2025			Fuel	2025-01-01	2039-01-01	TU Station Lignite							
TU Lignite 2025			Minimum Load	2025-01-01	2039-01-01	0							
TU Lignite 2025			Minimum Load Bid Up Price	2025-01-01	2039-01-01	0							
TU Lignite 2025			Minimum Load Bid Up Heat Rate	2025-01-01	2039-01-01	0							
TU Lignite 2030			Capacity	2030-01-01	2040-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2030			Marginal Heat Rate	2030-01-01	2040-01-01	10.65088757							
TU Lignite 2030			Variable Cost	2030-01-01	2040-01-01	5							
TU Lignite 2030			Bid Up Price	2030-01-01	2040-01-01	0							
TU Lignite 2030			Bid Up Heat Rate	2030-01-01	2040-01-01	0							
TU Lignite 2030			Fuel	2030-01-01	2040-01-01	TU Station Lignite							
TU Lignite 2030			Minimum Load	2030-01-01	2040-01-01	0							
TU Lignite 2030			Minimum Load Bid Up Price	2030-01-01	2040-01-01	0							
TU Lignite 2030			Minimum Load Bid Up Heat Rate	2030-01-01	2040-01-01	0							
TU Lignite 2035			Capacity	2035-01-01	2040-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2035			Marginal Heat Rate	2035-01-01	2040-01-01	10.58823529							
TU Lignite 2035			Variable Cost	2035-01-01	2040-01-01	5							
TU Lignite 2035			Bid Up Price	2035-01-01	2040-01-01	0							
TU Lignite 2035			Bid Up Heat Rate	2035-01-01	2040-01-01	0							
TU Lignite 2035			Fuel	2035-01-01	2040-01-01	TU Station Lignite							
TU Lignite 2035			Minimum Load	2035-01-01	2040-01-01	0							
TU Lignite 2035			Minimum Load Bid Up Price	2035-01-01	2040-01-01	0							
TU Lignite 2035			Minimum Load Bid Up Heat Rate	2035-01-01	2040-01-01	0							
TU Lignite 2040			Capacity	2040-01-01	2040-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2040			Marginal Heat Rate	2040-01-01	2040-01-01	10.52631579							
TU Lignite 2040			Variable Cost	2040-01-01	2040-01-01	5							
TU Lignite 2040			Bid Up Price	2040-01-01	2040-01-01	0							
TU Lignite 2040			Bid Up Heat Rate	2040-01-01	2040-01-01	0							
TU Lignite 2040			Fuel	2040-01-01	2040-01-01	TU Station Lignite							
TU Lignite 2040			Minimum Load	2040-01-01	2040-01-01	0							
TU Lignite 2040			Minimum Load Bid Up Price	2040-01-01	2040-01-01	0							
TU Lignite 2040			Minimum Load Bid Up Heat Rate	2040-01-01	2040-01-01	0							
TU Lignite 2045			Capacity	2045-01-01	2040-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2045			Marginal Heat Rate	2045-01-01	2040-01-01	10.46511628							
TU Lignite 2045			Variable Cost	2045-01-01	2040-01-01	5							
TU Lignite 2045			Bid Up Price	2045-01-01	2040-01-01	0							
TU Lignite 2045			Bid Up Heat Rate	2045-01-01	2040-01-01	0							
TU Lignite 2045			Fuel	2045-01-01	2040-01-01	TU Station Lignite							
TU Lignite 2045			Minimum Load	2045-01-01	2040-01-01	0							
TU Lignite 2045			Minimum Load Bid Up Price	2045-01-01	2040-01-01	0							
TU Lignite 2045			Minimum Load Bid Up Heat Rate	2045-01-01	2040-01-01	0							
TU Lignite 2050			Capacity	2050-01-01	2100-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2050			Marginal Heat Rate	2050-01-01	2100-01-01	10.40462428							
TU Lignite 2050			Variable Cost	2050-01-01	2100-01-01	5							
TU Lignite 2050			Bid Up Price	2050-01-01	2100-01-01	0							
TU Lignite 2050			Bid Up Heat Rate	2050-01-01	2100-01-01	0							
TU Lignite 2050			Fuel	2050-01-01	2100-01-01	TU Station Lignite							
TU Lignite 2050			Minimum Load	2050-01-01	2100-01-01	0							
TU Lignite 2050			Minimum Load Bid Up Price	2050-01-01	2100-01-01	0							
TU Lignite 2050			Minimum Load Bid Up Heat Rate	2050-01-01	2100-01-01	0							
TU Lignite 2055			Capacity	2055-01-01	2105-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2055			Marginal Heat Rate	2055-01-01	2105-01-01	10.34482759							
TU Lignite 2055			Variable Cost	2055-01-01	2105-01-01	5							
TU Lignite 2055			Bid Up Price	2055-01-01	2105-01-01	0							
TU Lignite 2055			Bid Up Heat Rate	2055-01-01	2105-01-01	0							
TU Lignite 2055			Fuel	2055-01-01	2105-01-01	TU Station Lignite							
TU Lignite 2055			Minimum Load	2055-01-01	2105-01-01	0							
TU Lignite 2055			Minimum Load Bid Up Price	2055-01-01	2105-01-01	0							
TU Lignite 2055			Minimum Load Bid Up Heat Rate	2055-01-01	2105-01-01	0							
TU Lignite 2060			Capacity	2060-01-01	2110-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2060			Marginal Heat Rate	2060-01-01	2110-01-01	10.28571429							
TU Lignite 2060			Variable Cost	2060-01-01	2110-01-01	5							
TU Lignite 2060			Bid Up Price	2060-01-01	2110-01-01	0							
TU Lignite 2060			Bid Up Heat Rate	2060-01-01	2110-01-01	0							
TU Lignite 2060			Fuel	2060-01-01	2110-01-01	TU Station Lignite							
TU Lignite 2060			Minimum Load	2060-01-01	2110-01-01	0							
TU Lignite 2060			Minimum Load Bid Up Price	2060-01-01	2110-01-01	0							
TU Lignite 2060			Minimum Load Bid Up Heat Rate	2060-01-01	2110-01-01	0							
TU Lignite 2065			Capacity	2065-01-01	2115-01-01	0	TU Availability Lignite	Multiply					
TU Lignite 2065			Marginal Heat Rate	2065-01-01	2115-01-01	10.22727273							
TU Lignite 2065			Variable Cost	2065-01-01	2115-01-01	5							
TU Lignite 2065			Bid Up Price	2065-01-01	2115-01-01	0							
TU Lignite 2065			Bid Up Heat Rate	2065-01-01	2115-01-01	0							
TU Lignite 2065			Fuel	2065-01-01	2115-01-01	TU Station Lignite							
TU Lignite 2065			Minimum Load	2065-01-01	2115-01-01	0							
TU Lignite 2065			Minimum Load Bid Up Price	2065-01-01	2115-01-01	0							
TU Lignite 2065			Minimum Load Bid Up Heat Rate	2065-01-01	2115-01-01	0							
TU Nuclear 1990			Capacity	1990-01-01	2040-01-01	0	TU Availability Nuclear	Multiply					
TU Nuclear 1990			Marginal Heat Rate	1990-01-01	2040-01-01	11.18012422							
TU Nuclear 1990			Variable Cost	1990-01-01	2040-01-01	5							
TU Nuclear 1990			Bid Up Price	1990-01-01	2040-01-01	0							
TU Nuclear 1990			Bid Up Heat Rate	1990-01-01	2040-01-01	0							
TU Nuclear 1990			Fuel	1990-01-01	2040-01-01	TU Station Uranium							
TU Nuclear 1990			Minimum Load	1990-01-01	2040-01-01	0							
TU Nuclear 1990			Minimum Load Bid Up Price	1990-01-01	2040-01-01	0							
TU Nuclear 1990			Minimum Load Bid Up Heat Rate	1990-01-01	2040-01-01	0							
TU Nuclear 1995			Capacity	1995-01-01	2045-01-01	0	TU Availability Nuclear	Multiply					
TU Nuclear 1995			Marginal Heat Rate	1995-01-01	2045-01-01	11.11111111							
TU Nuclear 1995			Variable Cost	1995-01-01	2045-01-01	5							
TU Nuclear 1995			Bid Up Price	1995-01-01	2045-01-01	0							
TU Nuclear 1995			Bid Up Heat Rate	1995-01-01	2045-01-01	0							
TU Nuclear 1995			Fuel	1995-01-01	2045-01-01	TU Station Uranium							
TU Nuclear 1995			Minimum Load	1995-01-01	2045-01-01	0							
TU Nuclear 1995			Minimum Load Bid Up Price	1995-01-01	2045-01-01	0							
TU Nuclear 1995			Minimum Load Bid Up Heat Rate	1995-01-01	2045-01-01	0							
TU Nuclear 2000			Capacity	2000-01-01	2050-01-01	0	TU Availability Nuclear	Multiply					
TU Nuclear 2000			Marginal Heat Rate	2000-01-01	2050-01-01	11.04294479							
TU Nuclear 2000			Variable Cost	2000-01-01	2050-01-01	5							
TU Nuclear 2000			Bid Up Price	2000-01-01	2050-01-01	0							
TU Nuclear 2000			Bid Up Heat Rate	2000-01-01	2050-01-01	0							
TU Nuclear 2000			Fuel	2000-01-01	2050-01-01	TU Station Uranium							
TU Nuclear 2000			Minimum Load	2000-01-01	2050-01-01	0							
TU Nuclear 2000			Minimum Load Bid Up Price	2000-01-01	2050-01-01	0							
TU Nuclear 2000			Minimum Load Bid Up Heat Rate	2000-01-01	2050-01-01	0							
TU Nuclear 2005			Capacity	2005-01-01	2055-01-01	0	TU Availability Nuclear	Multiply					
TU Nuclear 2005			Marginal Heat Rate	2005-01-01	2055-01-01	10.97560976							
TU Nuclear 2005			Variable Cost	2005-01-01	2055-01-01	5							
TU Nuclear 2005			Bid Up Price	2005-01-01	2055-01-01	0							
TU Nuclear 2005			Bid Up Heat Rate	2005-01-01	2055-01-01	0							
TU Nuclear 2005			Fuel	2005-01-01	2055-01-01	TU Station Uranium							
TU Nuclear 2005			Minimum Load	2005-01-01	2055-01-01	0							
TU Nuclear 2005			Minimum Load Bid Up Price	2005-01-01	2055-01-01	0							
TU Nuclear 2005			Minimum Load Bid Up Heat Rate	2005-01-01	2055-01-01	0							
TU Nuclear 2010			Capacity	2010-01-01	2060-01-01	0	TU Availability Nuclear	Multiply					
TU Nuclear 2010			Marginal Heat Rate	2010-01-01	2060-01-01	10.90909091							
TU Nuclear 2010			Variable Cost	2010-01-01	2060-01-01	5							
TU Nuclear 2010			Bid Up Price	2010-01-01	2060-01-01	0							
TU Nuclear 2010			Bid Up Heat Rate	2010-01-01	2060-01-01	0							
TU Nuclear 2010			Fuel	2010-01-01	2060-01-01	TU Station Uranium							
TU Nuclear 2010			Minimum Load	2010-01-01	2060-01-01	0							
TU Nuclear 2010			Minimum Load Bid Up Price	2010-01-01	2060-01-01	0							
TU Nuclear 2010			Minimum Load Bid Up Heat Rate	2010-01-01	2060-01-01	0							
TU Nuclear 2015			Capacity	2015-01-01	2065-01-01	0	TU Availability Nuclear	Multiply					
TU Nuclear 2015			Marginal Heat Rate	2015-01-01	2065-01-01	10.84337349							
TU Nuclear 2015			Variable Cost	2015-01-01	2065-01-01	5							
TU Nuclear 2015			Bid Up Price	2015-01-01	2065-01-01	0							
TU Nuclear 2015			Bid Up Heat Rate	2015-01-01	2065-01-01	0							
TU Nuclear 2015			Fuel	2015-01-01	2065-01-01	TU Station Uranium							
TU Nuclear 2015			Minimum Load	2015-01-01	2065-01-01	0							
TU Nuclear 2015			Minimum Load Bid Up Price	2015-01-01	2065-01-01	0							
TU Nuclear 2015			Minimum Load Bid Up Heat Rate	2015-01-01	2065-01-01	0							
TU Nuclear 2020			Capacity	2020-01-01	2070-01-01	0	TU Availability Nuclear	Multiply					
TU Nuclear 2020			Marginal Heat Rate	2020-01-01	2070-01-01	10.77844311							
TU Nuclear 2020			Variable Cost	2020-01-01	2070-01-01	5							
TU Nuclear 2020			Bid Up Price	2020-01-01	2070-01-01	0							
TU Nuclear 2020			Bid Up Heat Rate	2020-01-01	2070-01-01	0							
TU Nuclear 2020			Fuel	2020-01-01	2070-01-01	TU Station Uranium							
TU Nuclear 2020			Minimum Load	2020-01-01	2070-01-01	0							
TU Nuclear 2020			Minimum Load Bid Up Price	2020-01-01	2070-01-01	0							
TU Nuclear 2020			Minimum Load Bid Up Heat Rate	2020-01-01	2070-01-01	0							
TU CHP 1990			Capacity	1990-01-01	2040-01-01	0	TU Availability CHP	Multiply					
TU CHP 1990			Marginal Heat Rate	1990-01-01	2040-01-01	6.923076923							
TU CHP 1990			Variable Cost	1990-01-01	2040-01-01	1							
TU CHP 1990			Bid Up Price	1990-01-01	2040-01-01	0							
TU CHP 1990			Bid Up Heat Rate	1990-01-01	2040-01-01	0							
TU CHP 1990			Fuel	1990-01-01	2040-01-01	TU Station Gas							
TU CHP 1990			Minimum Load	1990-01-01	2040-01-01	0							
TU CHP 1990			Minimum Load Bid Up Price	1990-01-01	2040-01-01	0							
TU CHP 1990			Minimum Load Bid Up Heat Rate	1990-01-01	2040-01-01	0							
TU CHP 1995			Capacity	1995-01-01	2045-01-01	0	TU Availability CHP	Multiply					
TU CHP 1995			Marginal Heat Rate	1995-01-01	2045-01-01	6.545454545							
TU CHP 1995			Variable Cost	1995-01-01	2045-01-01	1							
TU CHP 1995			Bid Up Price	1995-01-01	2045-01-01	0							
TU CHP 1995			Bid Up Heat Rate	1995-01-01	2045-01-01	0							
TU CHP 1995			Fuel	1995-01-01	2045-01-01	TU Station Gas							
TU CHP 1995			Minimum Load	1995-01-01	2045-01-01	0							
TU CHP 1995			Minimum Load Bid Up Price	1995-01-01	2045-01-01	0							
TU CHP 1995			Minimum Load Bid Up Heat Rate	1995-01-01	2045-01-01	0							
TU CHP 2000			Capacity	2000-01-01	2050-01-01	0	TU Availability CHP	Multiply					
TU CHP 2000			Marginal Heat Rate	2000-01-01	2050-01-01	7.114624506							
TU CHP 2000			Variable Cost	2000-01-01	2050-01-01	3							
TU CHP 2000			Bid Up Price	2000-01-01	2050-01-01	0							
TU CHP 2000			Bid Up Heat Rate	2000-01-01	2050-01-01	0							
TU CHP 2000			Fuel	2000-01-01	2050-01-01	TU Station Gas							
